"","Species","Treatment","Treatment.number","Seed.production","Family","Scaled_seed_set"
"696","Brassica oleracea","Cross",8,11,"other",2.63296736733783
"697","Brassica oleracea","Cross",9,10,"other",2.35726397808779
"698","Brassica oleracea","Cross",10,0,"other",-0.39976991441255
"699","Brassica oleracea","Self",1,0,"other",-0.39976991441255
"700","Brassica oleracea","Self",2,0,"other",-0.39976991441255
"701","Brassica oleracea","Self",3,0,"other",-0.39976991441255
"702","Brassica oleracea","Self",4,0,"other",-0.39976991441255
"703","Brassica oleracea","Self",5,0,"other",-0.39976991441255
"704","Brassica oleracea","Self",6,0,"other",-0.39976991441255
"705","Brassica oleracea","Self",7,0,"other",-0.39976991441255
"706","Brassica oleracea","Self",8,0,"other",-0.39976991441255
"707","Brassica oleracea","Self",9,0,"other",-0.39976991441255
"708","Brassica oleracea","Self",10,0,"other",-0.39976991441255
"709","Brassica oleracea","Control",1,0,"other",-0.39976991441255
"710","Brassica oleracea","Control",2,0,"other",-0.39976991441255
"711","Brassica oleracea","Control",3,0,"other",-0.39976991441255
"712","Brassica oleracea","Control",4,0,"other",-0.39976991441255
"713","Brassica oleracea","Control",5,0,"other",-0.39976991441255
"714","Brassica oleracea","Control",6,0,"other",-0.39976991441255
"715","Brassica oleracea","Control",7,0,"other",-0.39976991441255
"716","Brassica oleracea","Control",8,0,"other",-0.39976991441255
"717","Brassica oleracea","Control",9,0,"other",-0.39976991441255
"718","Brassica oleracea","Control",10,0,"other",-0.39976991441255
"719","Brassica oleracea","Flower control",1,0,"other",-0.39976991441255
"720","Brassica oleracea","Flower control",2,0,"other",-0.39976991441255
"721","Brassica oleracea","Flower control",3,0,"other",-0.39976991441255
"722","Brassica oleracea","Flower control",4,0,"other",-0.39976991441255
"723","Brassica oleracea","Flower control",5,0,"other",-0.39976991441255
"724","Brassica oleracea","Flower control",6,0,"other",-0.39976991441255
"725","Brassica oleracea","Flower control",7,0,"other",-0.39976991441255
"726","Brassica oleracea","Flower control",8,0,"other",-0.39976991441255
"727","Brassica oleracea","Flower control",9,0,"other",-0.39976991441255
"728","Brassica oleracea","Flower control",10,0,"other",-0.39976991441255
"729","Brassica rapa","Brassica oleracea",1,11,"Brassicaceae",1.66074560414025
"730","Brassica rapa","Brassica oleracea",2,13,"Brassicaceae",2.0435517832575
"731","Brassica rapa","Brassica oleracea",3,10,"Brassicaceae",1.46934251458162
"732","Brassica rapa","Brassica oleracea",4,21,"Brassicaceae",3.5747764997265
"733","Brassica rapa","Brassica oleracea",5,0,"Brassicaceae",-0.444688381004625
"734","Brassica rapa","Brassica oleracea",6,3,"Brassicaceae",0.12952088767125
"735","Brassica rapa","Brassica oleracea",7,7,"Brassicaceae",0.89513324590575
"736","Brassica rapa","Brassica oleracea",8,12,"Brassicaceae",1.85214869369887
"737","Brassica rapa","Brassica oleracea",9,4,"Brassicaceae",0.320923977229875
"738","Brassica rapa","Brassica oleracea",10,0,"Brassicaceae",-0.444688381004625
"739","Brassica rapa","Brassica rapa",1,NA,"Brassicaceae",NA
"740","Brassica rapa","Brassica rapa",2,NA,"Brassicaceae",NA
"741","Brassica rapa","Brassica rapa",3,NA,"Brassicaceae",NA
"742","Brassica rapa","Brassica rapa",4,NA,"Brassicaceae",NA
"743","Brassica rapa","Brassica rapa",5,NA,"Brassicaceae",NA
"744","Brassica rapa","Brassica rapa",6,NA,"Brassicaceae",NA
"745","Brassica rapa","Brassica rapa",7,NA,"Brassicaceae",NA
"746","Brassica rapa","Brassica rapa",8,NA,"Brassicaceae",NA
"747","Brassica rapa","Brassica rapa",9,NA,"Brassicaceae",NA
"748","Brassica rapa","Brassica rapa",10,NA,"Brassicaceae",NA
"749","Brassica rapa","Eruca vesicaria",1,0,"Brassicaceae",-0.444688381004625
"750","Brassica rapa","Eruca vesicaria",2,0,"Brassicaceae",-0.444688381004625
"751","Brassica rapa","Eruca vesicaria",3,0,"Brassicaceae",-0.444688381004625
"752","Brassica rapa","Eruca vesicaria",4,0,"Brassicaceae",-0.444688381004625
"753","Brassica rapa","Eruca vesicaria",5,0,"Brassicaceae",-0.444688381004625
"754","Brassica rapa","Eruca vesicaria",6,0,"Brassicaceae",-0.444688381004625
"755","Brassica rapa","Eruca vesicaria",7,0,"Brassicaceae",-0.444688381004625
"756","Brassica rapa","Eruca vesicaria",8,0,"Brassicaceae",-0.444688381004625
"757","Brassica rapa","Eruca vesicaria",9,0,"Brassicaceae",-0.444688381004625
"758","Brassica rapa","Eruca vesicaria",10,0,"Brassicaceae",-0.444688381004625
"759","Brassica rapa","Sinapis alba",1,0,"Brassicaceae",-0.444688381004625
"760","Brassica rapa","Sinapis alba",2,0,"Brassicaceae",-0.444688381004625
"761","Brassica rapa","Sinapis alba",3,0,"Brassicaceae",-0.444688381004625
"762","Brassica rapa","Sinapis alba",4,0,"Brassicaceae",-0.444688381004625
"763","Brassica rapa","Sinapis alba",5,0,"Brassicaceae",-0.444688381004625
"764","Brassica rapa","Sinapis alba",6,0,"Brassicaceae",-0.444688381004625
"765","Brassica rapa","Sinapis alba",7,0,"Brassicaceae",-0.444688381004625
"766","Brassica rapa","Sinapis alba",8,0,"Brassicaceae",-0.444688381004625
"767","Brassica rapa","Sinapis alba",9,0,"Brassicaceae",-0.444688381004625
"768","Brassica rapa","Sinapis alba",10,0,"Brassicaceae",-0.444688381004625
"769","Brassica rapa","Ipomoea aquatica",1,0,"Convolvulaceae",-0.444688381004625
"770","Brassica rapa","Ipomoea aquatica",2,12,"Convolvulaceae",1.85214869369887
"771","Brassica rapa","Ipomoea aquatica",3,0,"Convolvulaceae",-0.444688381004625
"772","Brassica rapa","Ipomoea aquatica",4,0,"Convolvulaceae",-0.444688381004625
"773","Brassica rapa","Ipomoea aquatica",5,0,"Convolvulaceae",-0.444688381004625
"774","Brassica rapa","Ipomoea aquatica",6,0,"Convolvulaceae",-0.444688381004625
"775","Brassica rapa","Ipomoea aquatica",7,0,"Convolvulaceae",-0.444688381004625
"776","Brassica rapa","Ipomoea aquatica",8,0,"Convolvulaceae",-0.444688381004625
"777","Brassica rapa","Ipomoea aquatica",9,6,"Convolvulaceae",0.703730156347125
"778","Brassica rapa","Ipomoea aquatica",10,0,"Convolvulaceae",-0.444688381004625
"779","Brassica rapa","Ipomoea purpurea",1,0,"Convolvulaceae",-0.444688381004625
"780","Brassica rapa","Ipomoea purpurea",2,0,"Convolvulaceae",-0.444688381004625
"781","Brassica rapa","Ipomoea purpurea",3,0,"Convolvulaceae",-0.444688381004625
"782","Brassica rapa","Ipomoea purpurea",4,0,"Convolvulaceae",-0.444688381004625
"783","Brassica rapa","Ipomoea purpurea",5,0,"Convolvulaceae",-0.444688381004625
"784","Brassica rapa","Ipomoea purpurea",6,0,"Convolvulaceae",-0.444688381004625
"785","Brassica rapa","Ipomoea purpurea",7,0,"Convolvulaceae",-0.444688381004625
"786","Brassica rapa","Ipomoea purpurea",8,2,"Convolvulaceae",-0.061882201887375
"787","Brassica rapa","Ipomoea purpurea",9,0,"Convolvulaceae",-0.444688381004625
"788","Brassica rapa","Ipomoea purpurea",10,0,"Convolvulaceae",-0.444688381004625
"789","Brassica rapa","Capsicum annuum",1,21,"Solanaceae",3.5747764997265
"790","Brassica rapa","Capsicum annuum",2,5,"Solanaceae",0.5123270667885
"791","Brassica rapa","Capsicum annuum",3,0,"Solanaceae",-0.444688381004625
"792","Brassica rapa","Capsicum annuum",4,4,"Solanaceae",0.320923977229875
"793","Brassica rapa","Capsicum annuum",5,4,"Solanaceae",0.320923977229875
"794","Brassica rapa","Capsicum annuum",6,3,"Solanaceae",0.12952088767125
"795","Brassica rapa","Capsicum annuum",7,0,"Solanaceae",-0.444688381004625
"796","Brassica rapa","Capsicum annuum",8,0,"Solanaceae",-0.444688381004625
"797","Brassica rapa","Capsicum annuum",9,0,"Solanaceae",-0.444688381004625
"798","Brassica rapa","Capsicum annuum",10,0,"Solanaceae",-0.444688381004625
"799","Brassica rapa","Petunia integrifolia",1,0,"Solanaceae",-0.444688381004625
"800","Brassica rapa","Petunia integrifolia",2,0,"Solanaceae",-0.444688381004625
"801","Brassica rapa","Petunia integrifolia",3,0,"Solanaceae",-0.444688381004625
"802","Brassica rapa","Petunia integrifolia",4,0,"Solanaceae",-0.444688381004625
"803","Brassica rapa","Petunia integrifolia",5,0,"Solanaceae",-0.444688381004625
"804","Brassica rapa","Petunia integrifolia",6,0,"Solanaceae",-0.444688381004625
"805","Brassica rapa","Petunia integrifolia",7,0,"Solanaceae",-0.444688381004625
"806","Brassica rapa","Petunia integrifolia",8,0,"Solanaceae",-0.444688381004625
"807","Brassica rapa","Petunia integrifolia",9,0,"Solanaceae",-0.444688381004625
"808","Brassica rapa","Petunia integrifolia",10,0,"Solanaceae",-0.444688381004625
"809","Brassica rapa","Solanum lycopersicum",1,15,"Solanaceae",2.42635796237475
"810","Brassica rapa","Solanum lycopersicum",2,0,"Solanaceae",-0.444688381004625
"811","Brassica rapa","Solanum lycopersicum",3,0,"Solanaceae",-0.444688381004625
"812","Brassica rapa","Solanum lycopersicum",4,0,"Solanaceae",-0.444688381004625
"813","Brassica rapa","Solanum lycopersicum",5,1,"Solanaceae",-0.253285291446
"814","Brassica rapa","Solanum lycopersicum",6,0,"Solanaceae",-0.444688381004625
"815","Brassica rapa","Solanum lycopersicum",7,3,"Solanaceae",0.12952088767125
"816","Brassica rapa","Solanum lycopersicum",8,0,"Solanaceae",-0.444688381004625
"817","Brassica rapa","Solanum lycopersicum",9,0,"Solanaceae",-0.444688381004625
"818","Brassica rapa","Solanum lycopersicum",10,0,"Solanaceae",-0.444688381004625
"819","Brassica rapa","Solanum melongena",1,0,"Solanaceae",-0.444688381004625
"820","Brassica rapa","Solanum melongena",2,0,"Solanaceae",-0.444688381004625
"821","Brassica rapa","Solanum melongena",3,0,"Solanaceae",-0.444688381004625
"822","Brassica rapa","Solanum melongena",4,0,"Solanaceae",-0.444688381004625
"823","Brassica rapa","Solanum melongena",5,0,"Solanaceae",-0.444688381004625
"824","Brassica rapa","Solanum melongena",6,0,"Solanaceae",-0.444688381004625
"825","Brassica rapa","Solanum melongena",7,0,"Solanaceae",-0.444688381004625
"826","Brassica rapa","Solanum melongena",8,0,"Solanaceae",-0.444688381004625
"827","Brassica rapa","Solanum melongena",9,0,"Solanaceae",-0.444688381004625
"828","Brassica rapa","Solanum melongena",10,0,"Solanaceae",-0.444688381004625
"829","Brassica rapa","Cross",1,18,"other",3.00056723105062
"830","Brassica rapa","Cross",2,18,"other",3.00056723105062
"831","Brassica rapa","Cross",3,19,"other",3.19197032060925
"832","Brassica rapa","Cross",4,16,"other",2.61776105193337
"833","Brassica rapa","Cross",5,17,"other",2.809164141492
"834","Brassica rapa","Cross",6,6,"other",0.703730156347125
"835","Brassica rapa","Cross",7,3,"other",0.12952088767125
"836","Brassica rapa","Cross",8,5,"other",0.5123270667885
"837","Brassica rapa","Cross",9,4,"other",0.320923977229875
"838","Brassica rapa","Cross",10,5,"other",0.5123270667885
"839","Brassica rapa","Cross",11,20,"other",3.38337341016787
"840","Brassica rapa","Cross",12,16,"other",2.61776105193337
"841","Brassica rapa","Cross",13,5,"other",0.5123270667885
"842","Brassica rapa","Self",1,0,"other",-0.444688381004625
"843","Brassica rapa","Self",2,0,"other",-0.444688381004625
"844","Brassica rapa","Self",3,0,"other",-0.444688381004625
"845","Brassica rapa","Self",4,0,"other",-0.444688381004625
"846","Brassica rapa","Self",5,0,"other",-0.444688381004625
"847","Brassica rapa","Self",6,0,"other",-0.444688381004625
"848","Brassica rapa","Self",7,0,"other",-0.444688381004625
"849","Brassica rapa","Self",8,0,"other",-0.444688381004625
"850","Brassica rapa","Self",9,0,"other",-0.444688381004625
"851","Brassica rapa","Self",10,0,"other",-0.444688381004625
"852","Brassica rapa","Control",1,0,"other",-0.444688381004625
"853","Brassica rapa","Control",2,0,"other",-0.444688381004625
"854","Brassica rapa","Control",3,0,"other",-0.444688381004625
"855","Brassica rapa","Control",4,0,"other",-0.444688381004625
"856","Brassica rapa","Control",5,0,"other",-0.444688381004625
"857","Brassica rapa","Control",6,0,"other",-0.444688381004625
"858","Brassica rapa","Control",7,0,"other",-0.444688381004625
"859","Brassica rapa","Control",8,0,"other",-0.444688381004625
"860","Brassica rapa","Control",9,0,"other",-0.444688381004625
"861","Brassica rapa","Control",10,0,"other",-0.444688381004625
"862","Brassica rapa","Flower control",1,0,"other",-0.444688381004625
"863","Brassica rapa","Flower control",2,0,"other",-0.444688381004625
"864","Brassica rapa","Flower control",3,0,"other",-0.444688381004625
"865","Brassica rapa","Flower control",4,0,"other",-0.444688381004625
"866","Brassica rapa","Flower control",5,0,"other",-0.444688381004625
"867","Brassica rapa","Flower control",6,0,"other",-0.444688381004625
"868","Brassica rapa","Flower control",7,0,"other",-0.444688381004625
"869","Brassica rapa","Flower control",8,0,"other",-0.444688381004625
"870","Brassica rapa","Flower control",9,0,"other",-0.444688381004625
"871","Brassica rapa","Flower control",10,0,"other",-0.444688381004625
"872","Sinapis alba","Brassica oleracea",1,0,"Brassicaceae",-0.819882101769637
"873","Sinapis alba","Brassica oleracea",2,2,"Brassicaceae",-0.00677588513859202
"874","Sinapis alba","Brassica oleracea",3,0,"Brassicaceae",-0.819882101769637
"875","Sinapis alba","Brassica oleracea",4,0,"Brassicaceae",-0.819882101769637
"876","Sinapis alba","Brassica oleracea",5,0,"Brassicaceae",-0.819882101769637
"877","Sinapis alba","Brassica oleracea",6,0,"Brassicaceae",-0.819882101769637
"878","Sinapis alba","Brassica oleracea",7,0,"Brassicaceae",-0.819882101769637
"879","Sinapis alba","Brassica oleracea",8,0,"Brassicaceae",-0.819882101769637
"880","Sinapis alba","Brassica oleracea",9,2,"Brassicaceae",-0.00677588513859202
"881","Sinapis alba","Brassica oleracea",10,6,"Brassicaceae",1.6194365481235
"882","Sinapis alba","Brassica rapa",1,0,"Brassicaceae",-0.819882101769637
"883","Sinapis alba","Brassica rapa",2,0,"Brassicaceae",-0.819882101769637
"884","Sinapis alba","Brassica rapa",3,0,"Brassicaceae",-0.819882101769637
"885","Sinapis alba","Brassica rapa",4,0,"Brassicaceae",-0.819882101769637
"886","Sinapis alba","Brassica rapa",5,0,"Brassicaceae",-0.819882101769637
"887","Sinapis alba","Brassica rapa",6,0,"Brassicaceae",-0.819882101769637
"888","Sinapis alba","Brassica rapa",7,0,"Brassicaceae",-0.819882101769637
"889","Sinapis alba","Brassica rapa",8,0,"Brassicaceae",-0.819882101769637
"890","Sinapis alba","Brassica rapa",9,0,"Brassicaceae",-0.819882101769637
"891","Sinapis alba","Brassica rapa",10,0,"Brassicaceae",-0.819882101769637
"892","Sinapis alba","Eruca vesicaria",1,0,"Brassicaceae",-0.819882101769637
"893","Sinapis alba","Eruca vesicaria",2,0,"Brassicaceae",-0.819882101769637
"894","Sinapis alba","Eruca vesicaria",3,0,"Brassicaceae",-0.819882101769637
"895","Sinapis alba","Eruca vesicaria",4,0,"Brassicaceae",-0.819882101769637
"896","Sinapis alba","Eruca vesicaria",5,0,"Brassicaceae",-0.819882101769637
"897","Sinapis alba","Eruca vesicaria",6,0,"Brassicaceae",-0.819882101769637
"898","Sinapis alba","Eruca vesicaria",7,6,"Brassicaceae",1.6194365481235
"899","Sinapis alba","Eruca vesicaria",8,4,"Brassicaceae",0.806330331492453
"900","Sinapis alba","Eruca vesicaria",9,0,"Brassicaceae",-0.819882101769637
"901","Sinapis alba","Eruca vesicaria",10,0,"Brassicaceae",-0.819882101769637
"902","Sinapis alba","Sinapis alba",1,NA,"Brassicaceae",NA
"903","Sinapis alba","Sinapis alba",2,NA,"Brassicaceae",NA
"904","Sinapis alba","Sinapis alba",3,NA,"Brassicaceae",NA
"905","Sinapis alba","Sinapis alba",4,NA,"Brassicaceae",NA
"906","Sinapis alba","Sinapis alba",5,NA,"Brassicaceae",NA
"907","Sinapis alba","Sinapis alba",6,NA,"Brassicaceae",NA
"908","Sinapis alba","Sinapis alba",7,NA,"Brassicaceae",NA
"909","Sinapis alba","Sinapis alba",8,NA,"Brassicaceae",NA
"910","Sinapis alba","Sinapis alba",9,NA,"Brassicaceae",NA
"911","Sinapis alba","Sinapis alba",10,NA,"Brassicaceae",NA
"912","Sinapis alba","Ipomoea purpurea",1,0,"Convolvulaceae",-0.819882101769637
"913","Sinapis alba","Ipomoea purpurea",2,0,"Convolvulaceae",-0.819882101769637
"914","Sinapis alba","Ipomoea purpurea",3,0,"Convolvulaceae",-0.819882101769637
"915","Sinapis alba","Ipomoea purpurea",4,0,"Convolvulaceae",-0.819882101769637
"916","Sinapis alba","Ipomoea purpurea",5,5,"Convolvulaceae",1.21288343980798
"917","Sinapis alba","Ipomoea purpurea",6,0,"Convolvulaceae",-0.819882101769637
"918","Sinapis alba","Ipomoea purpurea",7,0,"Convolvulaceae",-0.819882101769637
"919","Sinapis alba","Ipomoea purpurea",8,0,"Convolvulaceae",-0.819882101769637
"920","Sinapis alba","Ipomoea purpurea",9,0,"Convolvulaceae",-0.819882101769637
"921","Sinapis alba","Ipomoea purpurea",10,0,"Convolvulaceae",-0.819882101769637
"922","Sinapis alba","Capsicum annuum",1,7,"Solanaceae",2.02598965643902
"923","Sinapis alba","Capsicum annuum",2,6,"Solanaceae",1.6194365481235
"924","Sinapis alba","Capsicum annuum",3,2,"Solanaceae",-0.00677588513859202
"925","Sinapis alba","Capsicum annuum",4,4,"Solanaceae",0.806330331492453
"926","Sinapis alba","Capsicum annuum",5,5,"Solanaceae",1.21288343980798
"927","Sinapis alba","Capsicum annuum",6,0,"Solanaceae",-0.819882101769637
"928","Sinapis alba","Capsicum annuum",7,6,"Solanaceae",1.6194365481235
"929","Sinapis alba","Capsicum annuum",8,5,"Solanaceae",1.21288343980798
"930","Sinapis alba","Capsicum annuum",9,4,"Solanaceae",0.806330331492453
"931","Sinapis alba","Capsicum annuum",10,5,"Solanaceae",1.21288343980798
"932","Sinapis alba","Petunia integrifolia",1,6,"Solanaceae",1.6194365481235
"933","Sinapis alba","Petunia integrifolia",2,4,"Solanaceae",0.806330331492453
"934","Sinapis alba","Petunia integrifolia",3,4,"Solanaceae",0.806330331492453
"935","Sinapis alba","Petunia integrifolia",4,5,"Solanaceae",1.21288343980798
"936","Sinapis alba","Petunia integrifolia",5,5,"Solanaceae",1.21288343980798
"937","Sinapis alba","Petunia integrifolia",6,4,"Solanaceae",0.806330331492453
"938","Sinapis alba","Petunia integrifolia",7,0,"Solanaceae",-0.819882101769637
"939","Sinapis alba","Petunia integrifolia",8,0,"Solanaceae",-0.819882101769637
"940","Sinapis alba","Petunia integrifolia",9,4,"Solanaceae",0.806330331492453
"941","Sinapis alba","Petunia integrifolia",10,5,"Solanaceae",1.21288343980798
"942","Sinapis alba","Solanum lycopersicum",1,7,"Solanaceae",2.02598965643902
"943","Sinapis alba","Solanum lycopersicum",2,0,"Solanaceae",-0.819882101769637
"944","Sinapis alba","Solanum lycopersicum",3,1,"Solanaceae",-0.413328993454115
"945","Sinapis alba","Solanum lycopersicum",4,5,"Solanaceae",1.21288343980798
"946","Sinapis alba","Solanum lycopersicum",5,5,"Solanaceae",1.21288343980798
"947","Sinapis alba","Solanum lycopersicum",6,3,"Solanaceae",0.399777223176931
"948","Sinapis alba","Solanum lycopersicum",7,4,"Solanaceae",0.806330331492453
"949","Sinapis alba","Solanum lycopersicum",8,4,"Solanaceae",0.806330331492453
"950","Sinapis alba","Solanum lycopersicum",9,4,"Solanaceae",0.806330331492453
"951","Sinapis alba","Solanum lycopersicum",10,4,"Solanaceae",0.806330331492453
"952","Sinapis alba","Solanum melongena",1,0,"Solanaceae",-0.819882101769637
"953","Sinapis alba","Solanum melongena",2,7,"Solanaceae",2.02598965643902
"954","Sinapis alba","Solanum melongena",3,0,"Solanaceae",-0.819882101769637
"955","Sinapis alba","Solanum melongena",4,0,"Solanaceae",-0.819882101769637
"956","Sinapis alba","Solanum melongena",5,7,"Solanaceae",2.02598965643902
"957","Sinapis alba","Solanum melongena",6,5,"Solanaceae",1.21288343980798
"958","Sinapis alba","Solanum melongena",7,4,"Solanaceae",0.806330331492453
"959","Sinapis alba","Solanum melongena",8,5,"Solanaceae",1.21288343980798
"960","Sinapis alba","Solanum melongena",9,4,"Solanaceae",0.806330331492453
"961","Sinapis alba","Solanum melongena",10,0,"Solanaceae",-0.819882101769637
"962","Sinapis alba","Cross",1,4,"other",0.806330331492453
"963","Sinapis alba","Cross",2,0,"other",-0.819882101769637
"964","Sinapis alba","Cross",3,0,"other",-0.819882101769637
"965","Sinapis alba","Cross",4,6,"other",1.6194365481235
"966","Sinapis alba","Cross",5,6,"other",1.6194365481235
"967","Sinapis alba","Cross",6,0,"other",-0.819882101769637
"968","Sinapis alba","Cross",7,0,"other",-0.819882101769637
"969","Sinapis alba","Cross",8,7,"other",2.02598965643902
"970","Sinapis alba","Cross",9,3,"other",0.399777223176931
"971","Sinapis alba","Cross",10,0,"other",-0.819882101769637
"972","Sinapis alba","Self",1,0,"other",-0.819882101769637
"973","Sinapis alba","Self",2,4,"other",0.806330331492453
"974","Sinapis alba","Self",3,2,"other",-0.00677588513859202
"975","Sinapis alba","Self",4,5,"other",1.21288343980798
"976","Sinapis alba","Self",5,4,"other",0.806330331492453
"977","Sinapis alba","Self",6,3,"other",0.399777223176931
"978","Sinapis alba","Self",7,0,"other",-0.819882101769637
"979","Sinapis alba","Self",8,0,"other",-0.819882101769637
"980","Sinapis alba","Self",9,5,"other",1.21288343980798
"981","Sinapis alba","Self",10,6,"other",1.6194365481235
"982","Sinapis alba","Control",1,0,"other",-0.819882101769637
"983","Sinapis alba","Control",2,0,"other",-0.819882101769637
"984","Sinapis alba","Control",3,0,"other",-0.819882101769637
"985","Sinapis alba","Control",4,4,"other",0.806330331492453
"986","Sinapis alba","Control",5,5,"other",1.21288343980798
"987","Sinapis alba","Control",6,0,"other",-0.819882101769637
"988","Sinapis alba","Control",7,0,"other",-0.819882101769637
"989","Sinapis alba","Control",8,0,"other",-0.819882101769637
"990","Sinapis alba","Control",9,0,"other",-0.819882101769637
"991","Sinapis alba","Control",10,0,"other",-0.819882101769637
"992","Sinapis alba","Flower control",1,0,"other",-0.819882101769637
"993","Sinapis alba","Flower control",2,0,"other",-0.819882101769637
"994","Sinapis alba","Flower control",3,3,"other",0.399777223176931
"995","Sinapis alba","Flower control",4,0,"other",-0.819882101769637
"996","Sinapis alba","Flower control",5,0,"other",-0.819882101769637
"997","Sinapis alba","Flower control",6,0,"other",-0.819882101769637
"998","Sinapis alba","Flower control",7,0,"other",-0.819882101769637
"999","Sinapis alba","Flower control",8,0,"other",-0.819882101769637
"1000","Sinapis alba","Flower control",9,0,"other",-0.819882101769637
"1001","Sinapis alba","Flower control",10,0,"other",-0.819882101769637
"1002","Sinapis alba","Ipomoea aquatica",1,NA,"Convolvulaceae",NA
"1003","Sinapis alba","Ipomoea aquatica",2,NA,"Convolvulaceae",NA
"1004","Sinapis alba","Ipomoea aquatica",3,NA,"Convolvulaceae",NA
"1005","Sinapis alba","Ipomoea aquatica",4,NA,"Convolvulaceae",NA
"1006","Sinapis alba","Ipomoea aquatica",5,NA,"Convolvulaceae",NA
"1007","Sinapis alba","Ipomoea aquatica",6,NA,"Convolvulaceae",NA
"1008","Sinapis alba","Ipomoea aquatica",7,NA,"Convolvulaceae",NA
"1009","Sinapis alba","Ipomoea aquatica",8,NA,"Convolvulaceae",NA
"1010","Sinapis alba","Ipomoea aquatica",9,NA,"Convolvulaceae",NA
"1011","Sinapis alba","Ipomoea aquatica",10,NA,"Convolvulaceae",NA
"1012","Eruca vesicaria","Brassica oleracea",1,0,"Brassicaceae",-0.756107631247043
"1013","Eruca vesicaria","Brassica oleracea",2,0,"Brassicaceae",-0.756107631247043
"1014","Eruca vesicaria","Brassica oleracea",3,0,"Brassicaceae",-0.756107631247043
"1015","Eruca vesicaria","Brassica oleracea",4,0,"Brassicaceae",-0.756107631247043
"1016","Eruca vesicaria","Brassica oleracea",5,0,"Brassicaceae",-0.756107631247043
"1017","Eruca vesicaria","Brassica oleracea",6,0,"Brassicaceae",-0.756107631247043
"1018","Eruca vesicaria","Brassica oleracea",7,0,"Brassicaceae",-0.756107631247043
"1019","Eruca vesicaria","Brassica oleracea",8,0,"Brassicaceae",-0.756107631247043
"1020","Eruca vesicaria","Brassica oleracea",9,0,"Brassicaceae",-0.756107631247043
"1021","Eruca vesicaria","Brassica oleracea",10,0,"Brassicaceae",-0.756107631247043
"1022","Eruca vesicaria","Brassica rapa",1,15,"Brassicaceae",1.59542327932989
"1023","Eruca vesicaria","Brassica rapa",2,15,"Brassicaceae",1.59542327932989
"1024","Eruca vesicaria","Brassica rapa",3,17,"Brassicaceae",1.90896073407348
"1025","Eruca vesicaria","Brassica rapa",4,7,"Brassicaceae",0.341273460355524
"1026","Eruca vesicaria","Brassica rapa",5,6,"Brassicaceae",0.184504732983728
"1027","Eruca vesicaria","Brassica rapa",6,13,"Brassicaceae",1.28188582458629
"1028","Eruca vesicaria","Brassica rapa",7,2,"Brassicaceae",-0.442570176503453
"1029","Eruca vesicaria","Brassica rapa",8,20,"Brassicaceae",2.37926691618886
"1030","Eruca vesicaria","Brassica rapa",9,1,"Brassicaceae",-0.599338903875248
"1031","Eruca vesicaria","Brassica rapa",10,0,"Brassicaceae",-0.756107631247043
"1032","Eruca vesicaria","Eruca vesicaria",1,NA,"Brassicaceae",NA
"1033","Eruca vesicaria","Eruca vesicaria",2,NA,"Brassicaceae",NA
"1034","Eruca vesicaria","Eruca vesicaria",3,NA,"Brassicaceae",NA
"1035","Eruca vesicaria","Eruca vesicaria",4,NA,"Brassicaceae",NA
"1036","Eruca vesicaria","Eruca vesicaria",5,NA,"Brassicaceae",NA
"1037","Eruca vesicaria","Eruca vesicaria",6,NA,"Brassicaceae",NA
"1038","Eruca vesicaria","Eruca vesicaria",7,NA,"Brassicaceae",NA
"1039","Eruca vesicaria","Eruca vesicaria",8,NA,"Brassicaceae",NA
"1040","Eruca vesicaria","Eruca vesicaria",9,NA,"Brassicaceae",NA
"1041","Eruca vesicaria","Eruca vesicaria",10,NA,"Brassicaceae",NA
"1042","Eruca vesicaria","Sinapis alba",1,13,"Brassicaceae",1.28188582458629
"1043","Eruca vesicaria","Sinapis alba",2,10,"Brassicaceae",0.811579642470909
"1044","Eruca vesicaria","Sinapis alba",3,0,"Brassicaceae",-0.756107631247043
"1045","Eruca vesicaria","Sinapis alba",4,1,"Brassicaceae",-0.599338903875248
"1046","Eruca vesicaria","Sinapis alba",5,12,"Brassicaceae",1.1251170972145
"1047","Eruca vesicaria","Sinapis alba",6,7,"Brassicaceae",0.341273460355524
"1048","Eruca vesicaria","Sinapis alba",7,2,"Brassicaceae",-0.442570176503453
"1049","Eruca vesicaria","Sinapis alba",8,12,"Brassicaceae",1.1251170972145
"1050","Eruca vesicaria","Sinapis alba",9,0,"Brassicaceae",-0.756107631247043
"1051","Eruca vesicaria","Sinapis alba",10,12,"Brassicaceae",1.1251170972145
"1052","Eruca vesicaria","Ipomoea aquatica",1,10,"Convolvulaceae",0.811579642470909
"1053","Eruca vesicaria","Ipomoea aquatica",2,7,"Convolvulaceae",0.341273460355524
"1054","Eruca vesicaria","Ipomoea aquatica",3,15,"Convolvulaceae",1.59542327932989
"1055","Eruca vesicaria","Ipomoea aquatica",4,16,"Convolvulaceae",1.75219200670168
"1056","Eruca vesicaria","Ipomoea aquatica",5,17,"Convolvulaceae",1.90896073407348
"1057","Eruca vesicaria","Ipomoea aquatica",6,15,"Convolvulaceae",1.59542327932989
"1058","Eruca vesicaria","Ipomoea aquatica",7,22,"Convolvulaceae",2.69280437093245
"1059","Eruca vesicaria","Ipomoea aquatica",8,23,"Convolvulaceae",2.84957309830425
