"","Species","Treatment","Treatment_number","Seed_set","Scale_seed"
"129","CAAN","BRRA 50%",9,27,-0.0982329073643353
"130","CAAN","BRRA 50%",10,0,-0.424942576873939
"1411","CAAN","SIAL 50%",1,289,3.07206092269182
"1421","CAAN","SIAL 50%",2,0,-0.424942576873939
"1431","CAAN","SIAL 50%",3,0,-0.424942576873939
"144","CAAN","SIAL 50%",4,0,-0.424942576873939
"145","CAAN","SIAL 50%",5,0,-0.424942576873939
"146","CAAN","SIAL 50%",6,0,-0.424942576873939
"147","CAAN","SIAL 50%",7,0,-0.424942576873939
"148","CAAN","SIAL 50%",8,0,-0.424942576873939
"149","CAAN","SIAL 50%",9,0,-0.424942576873939
"150","CAAN","SIAL 50%",10,48,0.155874613365356
"1614","CAAN","IPAQ 50%",1,30,-0.0619318329743794
"1621","CAAN","IPAQ 50%",2,24,-0.134533981754291
"1631","CAAN","IPAQ 50%",3,9,-0.316039353704071
"1641","CAAN","IPAQ 50%",4,86,0.615688222304798
"1651","CAAN","IPAQ 50%",5,85,0.603587864174813
"1661","CAAN","IPAQ 50%",6,9,-0.316039353704071
"1671","CAAN","IPAQ 50%",7,94,0.712491087344681
"1681","CAAN","IPAQ 50%",8,10,-0.303938995574086
"1691","CAAN","IPAQ 50%",9,4,-0.376541144353998
"1701","CAAN","IPAQ 50%",10,33,-0.0256307585844234
"1812","CAAN","IPPU 50%",1,0,-0.424942576873939
"1821","CAAN","IPPU 50%",2,0,-0.424942576873939
"1831","CAAN","IPPU 50%",3,18,-0.207136130534203
"1841","CAAN","IPPU 50%",4,0,-0.424942576873939
"1851","CAAN","IPPU 50%",5,0,-0.424942576873939
"1861","CAAN","IPPU 50%",6,0,-0.424942576873939
"1871","CAAN","IPPU 50%",7,3,-0.388641502483983
"1881","CAAN","IPPU 50%",8,0,-0.424942576873939
"1891","CAAN","IPPU 50%",9,0,-0.424942576873939
"1901","CAAN","IPPU 50%",10,4,-0.376541144353998
"2013","CAAN","ERSA 50%",1,167,1.59581723083361
"2021","CAAN","ERSA 50%",2,29,-0.0740321911043647
"2031","CAAN","ERSA 50%",3,132,1.17230469628412
"2041","CAAN","ERSA 50%",4,201,2.00722940725311
"2051","CAAN","ERSA 50%",5,239,2.46704301619255
"2061","CAAN","ERSA 50%",6,118,1.00289968246433
"2071","CAAN","ERSA 50%",7,0,-0.424942576873939
"2081","CAAN","ERSA 50%",8,14,-0.255537563054144
"2091","CAAN","ERSA 50%",9,153,1.42641221701381
"2102","CAAN","ERSA 50%",10,17,-0.219236488664188
"1102","ERSA","Cross",1,16,2.41604944770953
"247","ERSA","Cross",2,7,0.761335540250219
"315","ERSA","Cross",3,0,-0.525664165551468
"414","ERSA","Cross",4,9,1.12904974190784
"516","ERSA","Cross",5,0,-0.525664165551468
"613","ERSA","Cross",6,2,-0.157949963893843
"715","ERSA","Cross",7,0,-0.525664165551468
"812","ERSA","Cross",8,11,1.49676394356547
"914","ERSA","Cross",9,12,1.68062104439428
"1012","ERSA","Cross",10,0,-0.525664165551468
"1114","ERSA","Self",1,0,-0.525664165551468
"1212","ERSA","Self",2,0,-0.525664165551468
"1314","ERSA","Self",3,1,-0.341807064722656
"1412","ERSA","Self",4,0,-0.525664165551468
"1514","ERSA","Self",5,0,-0.525664165551468
"1615","ERSA","Self",6,0,-0.525664165551468
"1713","ERSA","Self",7,0,-0.525664165551468
"1813","ERSA","Self",8,0,-0.525664165551468
"1914","ERSA","Self",9,0,-0.525664165551468
"2014","ERSA","Self",10,0,-0.525664165551468
"2113","ERSA","Control",1,0,-0.525664165551468
"2213","ERSA","Control",2,0,-0.525664165551468
"2312","ERSA","Control",3,0,-0.525664165551468
"248","ERSA","Control",4,0,-0.525664165551468
"254","ERSA","Control",5,0,-0.525664165551468
"264","ERSA","Control",6,0,-0.525664165551468
"274","ERSA","Control",7,0,-0.525664165551468
"284","ERSA","Control",8,0,-0.525664165551468
"294","ERSA","Control",9,0,-0.525664165551468
"304","ERSA","Control",10,0,-0.525664165551468
"316","ERSA","Flower Control",1,0,-0.525664165551468
"323","ERSA","Flower Control",2,0,-0.525664165551468
"333","ERSA","Flower Control",3,0,-0.525664165551468
"343","ERSA","Flower Control",4,0,-0.525664165551468
"353","ERSA","Flower Control",5,0,-0.525664165551468
"363","ERSA","Flower Control",6,0,-0.525664165551468
"373","ERSA","Flower Control",7,0,-0.525664165551468
"383","ERSA","Flower Control",8,0,-0.525664165551468
"393","ERSA","Flower Control",9,0,-0.525664165551468
"403","ERSA","Flower Control",10,0,-0.525664165551468
"415","ERSA","PEIN 50%",1,11,1.49676394356547
"422","ERSA","PEIN 50%",2,11,1.49676394356547
"432","ERSA","PEIN 50%",3,10,1.31290684273666
"442","ERSA","PEIN 50%",4,9,1.12904974190784
"452","ERSA","PEIN 50%",5,12,1.68062104439428
"462","ERSA","PEIN 50%",6,0,-0.525664165551468
"472","ERSA","PEIN 50%",7,0,-0.525664165551468
"482","ERSA","PEIN 50%",8,2,-0.157949963893843
"492","ERSA","PEIN 50%",9,7,0.761335540250219
"502","ERSA","PEIN 50%",10,0,-0.525664165551468
"614","ERSA","SOME 50%",1,0,-0.525664165551468
"622","ERSA","SOME 50%",2,12,1.68062104439428
"631","ERSA","SOME 50%",3,11,1.49676394356547
"641","ERSA","SOME 50%",4,15,2.23219234688072
"651","ERSA","SOME 50%",5,10,1.31290684273666
"661","ERSA","SOME 50%",6,15,2.23219234688072
"671","ERSA","SOME 50%",7,0,-0.525664165551468
"681","ERSA","SOME 50%",8,17,2.59990654853834
"691","ERSA","SOME 50%",9,17,2.59990654853834
"701","ERSA","SOME 50%",10,0,-0.525664165551468
"813","ERSA","BROL 50%",1,0,-0.525664165551468
"822","ERSA","BROL 50%",2,0,-0.525664165551468
"832","ERSA","BROL 50%",3,0,-0.525664165551468
"841","ERSA","BROL 50%",4,0,-0.525664165551468
"851","ERSA","BROL 50%",5,0,-0.525664165551468
"861","ERSA","BROL 50%",6,0,-0.525664165551468
"871","ERSA","BROL 50%",7,0,-0.525664165551468
"881","ERSA","BROL 50%",8,0,-0.525664165551468
"891","ERSA","BROL 50%",9,0,-0.525664165551468
"901","ERSA","BROL 50%",10,0,-0.525664165551468
"1013","ERSA","IPPU 50%",1,0,-0.525664165551468
"1022","ERSA","IPPU 50%",2,11,1.49676394356547
"1032","ERSA","IPPU 50%",3,14,2.04833524605191
"1041","ERSA","IPPU 50%",4,2,-0.157949963893843
"1051","ERSA","IPPU 50%",5,0,-0.525664165551468
"1061","ERSA","IPPU 50%",6,0,-0.525664165551468
"1071","ERSA","IPPU 50%",7,2,-0.157949963893843
"1081","ERSA","IPPU 50%",8,3,0.0259071369349691
"1091","ERSA","IPPU 50%",9,0,-0.525664165551468
"1103","ERSA","IPPU 50%",10,13,1.86447814522309
"1213","ERSA","SIAL 50%",1,13,1.86447814522309
"1222","ERSA","SIAL 50%",2,10,1.31290684273666
"1232","ERSA","SIAL 50%",3,0,-0.525664165551468
"1242","ERSA","SIAL 50%",4,1,-0.341807064722656
"1251","ERSA","SIAL 50%",5,12,1.68062104439428
"1261","ERSA","SIAL 50%",6,7,0.761335540250219
"1271","ERSA","SIAL 50%",7,2,-0.157949963893843
"1281","ERSA","SIAL 50%",8,12,1.68062104439428
"1291","ERSA","SIAL 50%",9,0,-0.525664165551468
"1301","ERSA","SIAL 50%",10,12,1.68062104439428
"1413","ERSA","SOLY 50%",1,10,1.31290684273666
"1422","ERSA","SOLY 50%",2,1,-0.341807064722656
"1432","ERSA","SOLY 50%",3,17,2.59990654853834
"1441","ERSA","SOLY 50%",4,8,0.945192641079031
"1451","ERSA","SOLY 50%",5,0,-0.525664165551468
"1461","ERSA","SOLY 50%",6,0,-0.525664165551468
"1471","ERSA","SOLY 50%",7,0,-0.525664165551468
"1481","ERSA","SOLY 50%",8,0,-0.525664165551468
"1491","ERSA","SOLY 50%",9,0,-0.525664165551468
"1501","ERSA","SOLY 50%",10,0,-0.525664165551468
"1616","ERSA","CAAN 50%",1,0,-0.525664165551468
"1622","ERSA","CAAN 50%",2,0,-0.525664165551468
"1632","ERSA","CAAN 50%",3,4,0.209764237763782
"1642","ERSA","CAAN 50%",4,10,1.31290684273666
"1652","ERSA","CAAN 50%",5,8,0.945192641079031
"1662","ERSA","CAAN 50%",6,6,0.577478439421407
"1672","ERSA","CAAN 50%",7,11,1.49676394356547
"1682","ERSA","CAAN 50%",8,0,-0.525664165551468
"1692","ERSA","CAAN 50%",9,0,-0.525664165551468
"1702","ERSA","CAAN 50%",10,0,-0.525664165551468
"1814","ERSA","BRRA 50%",1,15,2.23219234688072
"1822","ERSA","BRRA 50%",2,15,2.23219234688072
"1832","ERSA","BRRA 50%",3,17,2.59990654853834
"1842","ERSA","BRRA 50%",4,7,0.761335540250219
"1852","ERSA","BRRA 50%",5,6,0.577478439421407
"1862","ERSA","BRRA 50%",6,13,1.86447814522309
"1872","ERSA","BRRA 50%",7,2,-0.157949963893843
"1882","ERSA","BRRA 50%",8,20,3.15147785102478
"1892","ERSA","BRRA 50%",9,1,-0.341807064722656
"1902","ERSA","BRRA 50%",10,0,-0.525664165551468
"2015","ERSA","IPAQ 50%",1,10,1.31290684273666
"2022","ERSA","IPAQ 50%",2,7,0.761335540250219
"2032","ERSA","IPAQ 50%",3,15,2.23219234688072
"2042","ERSA","IPAQ 50%",4,16,2.41604944770953
"2052","ERSA","IPAQ 50%",5,17,2.59990654853834
"2062","ERSA","IPAQ 50%",6,15,2.23219234688072
"2072","ERSA","IPAQ 50%",7,22,3.51919205268241
"2082","ERSA","IPAQ 50%",8,23,3.70304915351122
"2092","ERSA","IPAQ 50%",9,0,-0.525664165551468
"2103","ERSA","IPAQ 50%",10,0,-0.525664165551468
"1104","BRRA","Cross",1,18,3.88695200233052
"249","BRRA","Cross",2,18,3.88695200233052
"317","BRRA","Cross",3,19,4.12185452171255
"416","BRRA","Cross",4,16,3.41714696356645
"517","BRRA","Cross",5,17,3.65204948294849
"615","BRRA","Cross",6,6,1.06812176974611
"716","BRRA","Cross",7,3,0.363414211600008
"814","BRRA","Cross",8,5,0.833219250364077
"915","BRRA","Cross",9,4,0.598316730982042
"1014","BRRA","Cross",10,5,0.833219250364077
"1115","BRRA","Cross",11,20,4.35675704109459
"1214","BRRA","Cross",12,16,3.41714696356645
"1315","BRRA","Cross",13,5,0.833219250364077
"1414","BRRA","Self",1,0,-0.341293346546095
"1515","BRRA","Self",2,0,-0.341293346546095
"1617","BRRA","Self",3,0,-0.341293346546095
"1714","BRRA","Self",4,0,-0.341293346546095
"1815","BRRA","Self",5,0,-0.341293346546095
"1915","BRRA","Self",6,0,-0.341293346546095
"2016","BRRA","Self",7,0,-0.341293346546095
"2114","BRRA","Self",8,0,-0.341293346546095
"2214","BRRA","Self",9,0,-0.341293346546095
"2313","BRRA","Self",10,0,-0.341293346546095
"2410","BRRA","Control",1,0,-0.341293346546095
"255","BRRA","Control",2,0,-0.341293346546095
"265","BRRA","Control",3,0,-0.341293346546095
"275","BRRA","Control",4,0,-0.341293346546095
"285","BRRA","Control",5,0,-0.341293346546095
"295","BRRA","Control",6,0,-0.341293346546095
"305","BRRA","Control",7,0,-0.341293346546095
"318","BRRA","Control",8,0,-0.341293346546095
"324","BRRA","Control",9,0,-0.341293346546095
"334","BRRA","Control",10,0,-0.341293346546095
"344","BRRA","Flower Control",1,0,-0.341293346546095
"354","BRRA","Flower Control",2,0,-0.341293346546095
"364","BRRA","Flower Control",3,0,-0.341293346546095
"374","BRRA","Flower Control",4,0,-0.341293346546095
"384","BRRA","Flower Control",5,0,-0.341293346546095
"394","BRRA","Flower Control",6,0,-0.341293346546095
"404","BRRA","Flower Control",7,0,-0.341293346546095
"417","BRRA","Flower Control",8,0,-0.341293346546095
"423","BRRA","Flower Control",9,0,-0.341293346546095
"433","BRRA","Flower Control",10,0,-0.341293346546095
"443","BRRA","PEIN 50%",1,0,-0.341293346546095
"453","BRRA","PEIN 50%",2,0,-0.341293346546095
"463","BRRA","PEIN 50%",3,0,-0.341293346546095
"473","BRRA","PEIN 50%",4,0,-0.341293346546095
"483","BRRA","PEIN 50%",5,0,-0.341293346546095
"493","BRRA","PEIN 50%",6,0,-0.341293346546095
"503","BRRA","PEIN 50%",7,0,-0.341293346546095
"518","BRRA","PEIN 50%",8,0,-0.341293346546095
"524","BRRA","PEIN 50%",9,0,-0.341293346546095
"534","BRRA","PEIN 50%",10,0,-0.341293346546095
"642","BRRA","SOME 50%",1,0,-0.341293346546095
"652","BRRA","SOME 50%",2,0,-0.341293346546095
"662","BRRA","SOME 50%",3,0,-0.341293346546095
"672","BRRA","SOME 50%",4,0,-0.341293346546095
"682","BRRA","SOME 50%",5,0,-0.341293346546095
"692","BRRA","SOME 50%",6,0,-0.341293346546095
"702","BRRA","SOME 50%",7,0,-0.341293346546095
"717","BRRA","SOME 50%",8,0,-0.341293346546095
"724","BRRA","SOME 50%",9,0,-0.341293346546095
"734","BRRA","SOME 50%",10,0,-0.341293346546095
"842","BRRA","BROL 50%",1,11,2.24263436665628
"852","BRRA","BROL 50%",2,13,2.71243940542035
"862","BRRA","BROL 50%",3,10,2.00773184727425
"872","BRRA","BROL 50%",4,21,4.59165956047662
"882","BRRA","BROL 50%",5,0,-0.341293346546095
"892","BRRA","BROL 50%",6,3,0.363414211600008
"902","BRRA","BROL 50%",7,7,1.30302428912814
"916","BRRA","BROL 50%",8,12,2.47753688603832
"923","BRRA","BROL 50%",9,4,0.598316730982042
"933","BRRA","BROL 50%",10,0,-0.341293346546095
"1042","BRRA","IPPU 50%",1,0,-0.341293346546095
"1052","BRRA","IPPU 50%",2,0,-0.341293346546095
"1062","BRRA","IPPU 50%",3,0,-0.341293346546095
"1072","BRRA","IPPU 50%",4,0,-0.341293346546095
"1082","BRRA","IPPU 50%",5,0,-0.341293346546095
"1092","BRRA","IPPU 50%",6,0,-0.341293346546095
"1105","BRRA","IPPU 50%",7,0,-0.341293346546095
"1116","BRRA","IPPU 50%",8,2,0.128511692217974
"1123","BRRA","IPPU 50%",9,0,-0.341293346546095
"1133","BRRA","IPPU 50%",10,0,-0.341293346546095
"1243","BRRA","SIAL 50%",1,0,-0.341293346546095
"1252","BRRA","SIAL 50%",2,0,-0.341293346546095
"1262","BRRA","SIAL 50%",3,0,-0.341293346546095
"1272","BRRA","SIAL 50%",4,0,-0.341293346546095
"1282","BRRA","SIAL 50%",5,0,-0.341293346546095
"1292","BRRA","SIAL 50%",6,0,-0.341293346546095
"1302","BRRA","SIAL 50%",7,0,-0.341293346546095
"1316","BRRA","SIAL 50%",8,0,-0.341293346546095
"1323","BRRA","SIAL 50%",9,0,-0.341293346546095
"1333","BRRA","SIAL 50%",10,0,-0.341293346546095
"1442","BRRA","SOLY 50%",1,15,3.18224444418442
"1452","BRRA","SOLY 50%",2,0,-0.341293346546095
"1462","BRRA","SOLY 50%",3,0,-0.341293346546095
"1472","BRRA","SOLY 50%",4,0,-0.341293346546095
"1482","BRRA","SOLY 50%",5,1,-0.10639082716406
"1492","BRRA","SOLY 50%",6,0,-0.341293346546095
"1502","BRRA","SOLY 50%",7,3,0.363414211600008
"1516","BRRA","SOLY 50%",8,0,-0.341293346546095
"1523","BRRA","SOLY 50%",9,0,-0.341293346546095
"1533","BRRA","SOLY 50%",10,0,-0.341293346546095
"1643","BRRA","CAAN 50%",1,21,4.59165956047662
"1653","BRRA","CAAN 50%",2,5,0.833219250364077
"1663","BRRA","CAAN 50%",3,0,-0.341293346546095
"1673","BRRA","CAAN 50%",4,4,0.598316730982042
"1683","BRRA","CAAN 50%",5,4,0.598316730982042
"1693","BRRA","CAAN 50%",6,3,0.363414211600008
"1703","BRRA","CAAN 50%",7,0,-0.341293346546095
"1715","BRRA","CAAN 50%",8,0,-0.341293346546095
"1721","BRRA","CAAN 50%",9,0,-0.341293346546095
"1731","BRRA","CAAN 50%",10,0,-0.341293346546095
"1843","BRRA","ERSA 50%",1,0,-0.341293346546095
"1853","BRRA","ERSA 50%",2,0,-0.341293346546095
"1863","BRRA","ERSA 50%",3,0,-0.341293346546095
"1873","BRRA","ERSA 50%",4,0,-0.341293346546095
"1883","BRRA","ERSA 50%",5,0,-0.341293346546095
"1893","BRRA","ERSA 50%",6,0,-0.341293346546095
"1903","BRRA","ERSA 50%",7,0,-0.341293346546095
"1916","BRRA","ERSA 50%",8,0,-0.341293346546095
"1921","BRRA","ERSA 50%",9,0,-0.341293346546095
"1931","BRRA","ERSA 50%",10,0,-0.341293346546095
"2043","BRRA","IPAQ 50%",1,0,-0.341293346546095
"2053","BRRA","IPAQ 50%",2,12,2.47753688603832
"2063","BRRA","IPAQ 50%",3,0,-0.341293346546095
"2073","BRRA","IPAQ 50%",4,0,-0.341293346546095
"2083","BRRA","IPAQ 50%",5,0,-0.341293346546095
"2093","BRRA","IPAQ 50%",6,0,-0.341293346546095
"2104","BRRA","IPAQ 50%",7,0,-0.341293346546095
"2115","BRRA","IPAQ 50%",8,0,-0.341293346546095
"2122","BRRA","IPAQ 50%",9,6,1.06812176974611
"2132","BRRA","IPAQ 50%",10,0,-0.341293346546095
"1106","SIAL","Cross",1,4,1.27440036038884
"250","SIAL","Cross",2,0,-0.561069880433055
"319","SIAL","Cross",3,0,-0.561069880433055
"418","SIAL","Cross",4,6,2.19213548079978
"519","SIAL","Cross",5,6,2.19213548079978
"616","SIAL","Cross",6,0,-0.561069880433055
"718","SIAL","Cross",7,0,-0.561069880433055
"815","SIAL","Cross",8,7,2.65100304100525
"917","SIAL","Cross",9,3,0.815532800183363
"1015","SIAL","Cross",10,0,-0.561069880433055
"1117","SIAL","Self",1,0,-0.561069880433055
"1215","SIAL","Self",2,4,1.27440036038884
"1317","SIAL","Self",3,2,0.35666523997789
"1415","SIAL","Self",4,5,1.73326792059431
"1517","SIAL","Self",5,4,1.27440036038884
"1618","SIAL","Self",6,3,0.815532800183363
"1716","SIAL","Self",7,0,-0.561069880433055
"1816","SIAL","Self",8,0,-0.561069880433055
"1917","SIAL","Self",9,5,1.73326792059431
"2017","SIAL","Self",10,6,2.19213548079978
"2116","SIAL","Control",1,0,-0.561069880433055
"2215","SIAL","Control",2,0,-0.561069880433055
"2314","SIAL","Control",3,0,-0.561069880433055
"2411","SIAL","Control",4,4,1.27440036038884
"256","SIAL","Control",5,5,1.73326792059431
"266","SIAL","Control",6,0,-0.561069880433055
"276","SIAL","Control",7,0,-0.561069880433055
"286","SIAL","Control",8,0,-0.561069880433055
"296","SIAL","Control",9,0,-0.561069880433055
"306","SIAL","Control",10,0,-0.561069880433055
"3110","SIAL","SOLY 50%",1,7,2.65100304100525
"325","SIAL","SOLY 50%",2,0,-0.561069880433055
"335","SIAL","SOLY 50%",3,1,-0.102202320227583
"345","SIAL","SOLY 50%",4,5,1.73326792059431
"355","SIAL","SOLY 50%",5,5,1.73326792059431
"365","SIAL","SOLY 50%",6,3,0.815532800183363
"375","SIAL","SOLY 50%",7,4,1.27440036038884
"385","SIAL","SOLY 50%",8,4,1.27440036038884
"395","SIAL","SOLY 50%",9,4,1.27440036038884
"405","SIAL","SOLY 50%",10,4,1.27440036038884
"5110","SIAL","PEIN 50%",1,6,2.19213548079978
"525","SIAL","PEIN 50%",2,4,1.27440036038884
"535","SIAL","PEIN 50%",3,4,1.27440036038884
"544","SIAL","PEIN 50%",4,5,1.73326792059431
"554","SIAL","PEIN 50%",5,5,1.73326792059431
"564","SIAL","PEIN 50%",6,4,1.27440036038884
"574","SIAL","PEIN 50%",7,0,-0.561069880433055
"584","SIAL","PEIN 50%",8,0,-0.561069880433055
"594","SIAL","PEIN 50%",9,4,1.27440036038884
"604","SIAL","PEIN 50%",10,5,1.73326792059431
"719","SIAL","CAAN 50%",1,7,2.65100304100525
"725","SIAL","CAAN 50%",2,6,2.19213548079978
"735","SIAL","CAAN 50%",3,2,0.35666523997789
"744","SIAL","CAAN 50%",4,4,1.27440036038884
"754","SIAL","CAAN 50%",5,5,1.73326792059431
"764","SIAL","CAAN 50%",6,0,-0.561069880433055
"774","SIAL","CAAN 50%",7,6,2.19213548079978
"784","SIAL","CAAN 50%",8,5,1.73326792059431
"794","SIAL","CAAN 50%",9,4,1.27440036038884
"804","SIAL","CAAN 50%",10,5,1.73326792059431
"918","SIAL","IPPU 50%",1,0,-0.561069880433055
"924","SIAL","IPPU 50%",2,0,-0.561069880433055
"934","SIAL","IPPU 50%",3,0,-0.561069880433055
"943","SIAL","IPPU 50%",4,0,-0.561069880433055
"953","SIAL","IPPU 50%",5,5,1.73326792059431
"963","SIAL","IPPU 50%",6,0,-0.561069880433055
"973","SIAL","IPPU 50%",7,0,-0.561069880433055
"983","SIAL","IPPU 50%",8,0,-0.561069880433055
"993","SIAL","IPPU 50%",9,0,-0.561069880433055
"1003","SIAL","IPPU 50%",10,0,-0.561069880433055
"1118","SIAL","SOME 50%",1,0,-0.561069880433055
"1124","SIAL","SOME 50%",2,7,2.65100304100525
"1134","SIAL","SOME 50%",3,0,-0.561069880433055
"1143","SIAL","SOME 50%",4,0,-0.561069880433055
"1153","SIAL","SOME 50%",5,7,2.65100304100525
"1163","SIAL","SOME 50%",6,5,1.73326792059431
"1173","SIAL","SOME 50%",7,4,1.27440036038884
"1183","SIAL","SOME 50%",8,5,1.73326792059431
"1193","SIAL","SOME 50%",9,4,1.27440036038884
"1203","SIAL","SOME 50%",10,0,-0.561069880433055
"1318","SIAL","BROL 50%",1,0,-0.561069880433055
"1324","SIAL","BROL 50%",2,2,0.35666523997789
"1334","SIAL","BROL 50%",3,0,-0.561069880433055
"1343","SIAL","BROL 50%",4,0,-0.561069880433055
"1353","SIAL","BROL 50%",5,0,-0.561069880433055
"1363","SIAL","BROL 50%",6,0,-0.561069880433055
"1373","SIAL","BROL 50%",7,0,-0.561069880433055
"1383","SIAL","BROL 50%",8,0,-0.561069880433055
"1393","SIAL","BROL 50%",9,2,0.35666523997789
"1403","SIAL","BROL 50%",10,6,2.19213548079978
"1518","SIAL","Flower Control",1,0,-0.561069880433055
"1524","SIAL","Flower Control",2,0,-0.561069880433055
"1534","SIAL","Flower Control",3,3,0.815532800183363
"1543","SIAL","Flower Control",4,0,-0.561069880433055
"1553","SIAL","Flower Control",5,0,-0.561069880433055
"1563","SIAL","Flower Control",6,0,-0.561069880433055
"1573","SIAL","Flower Control",7,0,-0.561069880433055
"1583","SIAL","Flower Control",8,0,-0.561069880433055
"1593","SIAL","Flower Control",9,0,-0.561069880433055
"1603","SIAL","Flower Control",10,0,-0.561069880433055
"1619","SIAL","BRRA 50%",1,0,-0.561069880433055
"1623","SIAL","BRRA 50%",2,0,-0.561069880433055
"1633","SIAL","BRRA 50%",3,0,-0.561069880433055
"1644","SIAL","BRRA 50%",4,0,-0.561069880433055
"1654","SIAL","BRRA 50%",5,0,-0.561069880433055
"1664","SIAL","BRRA 50%",6,0,-0.561069880433055
"1674","SIAL","BRRA 50%",7,0,-0.561069880433055
"1684","SIAL","BRRA 50%",8,0,-0.561069880433055
"1694","SIAL","BRRA 50%",9,0,-0.561069880433055
"1704","SIAL","BRRA 50%",10,0,-0.561069880433055
"1918","SIAL","ERSA 50%",1,0,-0.561069880433055
"1922","SIAL","ERSA 50%",2,0,-0.561069880433055
"1932","SIAL","ERSA 50%",3,0,-0.561069880433055
"1941","SIAL","ERSA 50%",4,0,-0.561069880433055
"1951","SIAL","ERSA 50%",5,0,-0.561069880433055
"1961","SIAL","ERSA 50%",6,0,-0.561069880433055
"1971","SIAL","ERSA 50%",7,6,2.19213548079978
"1981","SIAL","ERSA 50%",8,4,1.27440036038884
"1991","SIAL","ERSA 50%",9,0,-0.561069880433055
"2001","SIAL","ERSA 50%",10,0,-0.561069880433055
"1107","BROL","Cross",1,6,1.45382615619401
"257","BROL","Cross",2,14,3.81814078080975
"320","BROL","Cross",3,19,5.29583742119459
"419","BROL","Cross",4,8,2.04490481234794
"520","BROL","Cross",5,12,3.22706212465582
"617","BROL","Cross",6,0,-0.3194098122678
"720","BROL","Cross",7,13,3.52260145273279
"816","BROL","Cross",8,11,2.93152279657885
"919","BROL","Cross",9,10,2.63598346850188
"1016","BROL","Cross",10,0,-0.3194098122678
"1119","BROL","Self",1,0,-0.3194098122678
"1216","BROL","Self",2,0,-0.3194098122678
"1319","BROL","Self",3,0,-0.3194098122678
"1416","BROL","Self",4,0,-0.3194098122678
"1519","BROL","Self",5,0,-0.3194098122678
"1620","BROL","Self",6,0,-0.3194098122678
"1717","BROL","Self",7,0,-0.3194098122678
"1817","BROL","Self",8,0,-0.3194098122678
"1919","BROL","Self",9,0,-0.3194098122678
"2018","BROL","Self",10,0,-0.3194098122678
"2117","BROL","Control",1,0,-0.3194098122678
"2216","BROL","Control",2,0,-0.3194098122678
"2315","BROL","Control",3,0,-0.3194098122678
"2412","BROL","Control",4,0,-0.3194098122678
"258","BROL","Control",5,0,-0.3194098122678
"267","BROL","Control",6,0,-0.3194098122678
"277","BROL","Control",7,0,-0.3194098122678
"287","BROL","Control",8,0,-0.3194098122678
"297","BROL","Control",9,0,-0.3194098122678
"307","BROL","Control",10,0,-0.3194098122678
"3111","BROL","FC",1,0,-0.3194098122678
"326","BROL","FC",2,0,-0.3194098122678
"336","BROL","FC",3,0,-0.3194098122678
"346","BROL","FC",4,0,-0.3194098122678
"356","BROL","FC",5,0,-0.3194098122678
"366","BROL","FC",6,0,-0.3194098122678
"376","BROL","FC",7,0,-0.3194098122678
"386","BROL","FC",8,0,-0.3194098122678
"396","BROL","FC",9,0,-0.3194098122678
"406","BROL","FC",10,0,-0.3194098122678
"4110","BROL","SOLY 50%",1,0,-0.3194098122678
"424","BROL","SOLY 50%",2,2,0.271668843886136
"434","BROL","SOLY 50%",3,0,-0.3194098122678
"444","BROL","SOLY 50%",4,0,-0.3194098122678
"454","BROL","SOLY 50%",5,4,0.862747500040072
"464","BROL","SOLY 50%",6,0,-0.3194098122678
"474","BROL","SOLY 50%",7,1,-0.023870484190832
"484","BROL","SOLY 50%",8,0,-0.3194098122678
"494","BROL","SOLY 50%",9,2,0.271668843886136
"504","BROL","SOLY 50%",10,1,-0.023870484190832
"618","BROL","CAAN 50%",1,7,1.74936548427098
"623","BROL","CAAN 50%",2,12,3.22706212465582
"632","BROL","CAAN 50%",3,8,2.04490481234794
"643","BROL","CAAN 50%",4,6,1.45382615619401
"653","BROL","CAAN 50%",5,1,-0.023870484190832
"663","BROL","CAAN 50%",6,0,-0.3194098122678
"673","BROL","CAAN 50%",7,0,-0.3194098122678
"683","BROL","CAAN 50%",8,0,-0.3194098122678
"693","BROL","CAAN 50%",9,0,-0.3194098122678
"703","BROL","CAAN 50%",10,5,1.15828682811704
"817","BROL","IPPU 50%",1,0,-0.3194098122678
"823","BROL","IPPU 50%",2,0,-0.3194098122678
"833","BROL","IPPU 50%",3,0,-0.3194098122678
"843","BROL","IPPU 50%",4,0,-0.3194098122678
"853","BROL","IPPU 50%",5,0,-0.3194098122678
"863","BROL","IPPU 50%",6,0,-0.3194098122678
"873","BROL","IPPU 50%",7,0,-0.3194098122678
"883","BROL","IPPU 50%",8,0,-0.3194098122678
"893","BROL","IPPU 50%",9,0,-0.3194098122678
"903","BROL","IPPU 50%",10,0,-0.3194098122678
"1017","BROL","PEIN 50%",1,5,1.15828682811704
"1023","BROL","PEIN 50%",2,5,1.15828682811704
"1033","BROL","PEIN 50%",3,0,-0.3194098122678
"1043","BROL","PEIN 50%",4,0,-0.3194098122678
"1053","BROL","PEIN 50%",5,0,-0.3194098122678
"1063","BROL","PEIN 50%",6,0,-0.3194098122678
"1073","BROL","PEIN 50%",7,0,-0.3194098122678
"1083","BROL","PEIN 50%",8,0,-0.3194098122678
"1093","BROL","PEIN 50%",9,0,-0.3194098122678
